claimant_id,name,age,policy_id
CL21711,Courtney Butler,62,P95491
CL58178,Rebekah Mayo,74,P40283
CL52519,Patricia Webb,58,P95754
CL44268,Michael Park,61,P84395
CL30498,Johnathan Ramos II,46,P52639
CL36480,Charlene Jenkins,62,P63019
CL56014,Robert Phillips,20,P32718
CL06692,Hector Ayala,20,P61200
CL10546,Christopher Little,76,P14466
CL80055,James Chavez,62,P50192
CL33960,Laura Evans,71,P29580
CL63916,Eric Jenkins,56,P65806
CL41396,Kevin Rodriguez,63,P73530
CL64215,Karen Caldwell,40,P50003
CL38593,Christina Burton,51,P68532
CL47631,John Smith,77,P52493
CL25732,Jesus Rivera,77,P35244
CL48381,David Wilson,28,P89766
CL40221,Mark Ali,71,P94236
CL13772,Sonya Ortiz,28,P56405
CL92895,Diane Perez,40,P89935
CL30827,Todd Montgomery,76,P59293
CL25023,Joanna Davis,41,P28101
CL12015,Diane Kramer,25,P15328
CL66577,Robert Gamble,50,P16976
CL03236,Sierra Hoffman,72,P99323
CL89579,Larry Moon,76,P62210
CL74396,Michael Daniels,38,P67657
CL35111,Jennifer Smith,80,P65365
CL63161,Alexis Castro,80,P68337
CL71786,Timothy Rice,42,P26781
CL63632,Amy Sanchez,46,P70374
CL32071,Alejandro Higgins,62,P33815
CL19939,Ann Cortez,78,P94542
CL12471,Jeffrey Mcgrath,52,P25428
CL51947,Keith Bridges,24,P78326
CL16224,Matthew Anderson,64,P10787
CL05519,Pamela Campbell,51,P97841
CL29214,Christopher Gomez,70,P39808
CL62946,Randy Lane,64,P76856
CL06865,James Anderson,28,P44615
CL55616,Anthony Molina,70,P82046
CL16210,Lisa Stewart,36,P58822
CL67788,Michael White,32,P57839
CL66446,Kayla Evans,44,P52731
CL85434,Luke Morales,36,P33086
CL69651,Laura Bradley,77,P56380
CL04995,Denise Martinez,40,P93735
CL33221,Jessica Johnson,78,P81301
CL26684,Angela Small,57,P38171
CL91730,Charles Wheeler,52,P18513
CL58975,Matthew Ingram,27,P91970
CL53401,Lynn Byrd,35,P60867
CL16393,Kathryn Miller,28,P92073
CL46331,Heather Lopez,39,P99947
CL95676,Ronald Stanley,45,P55023
CL23840,Eric Reid,40,P24161
CL38893,Michael Morgan,67,P50634
CL81308,Jay Delacruz,28,P59546
CL04926,Michael Wells,44,P40108
CL64734,Catherine Wolf,69,P20217
CL69513,Carl Mack,44,P16188
CL61792,Nicholas Brown,50,P90255
CL25545,Michael Lucas,34,P71853
CL98171,Karen Alvarado,47,P45360
CL37712,David Boyd,61,P60866
CL91523,Sylvia Sanchez,48,P18862
CL81442,Carrie Rivera,27,P25299
CL01376,Jason Bradley,33,P93686
CL08857,Jennifer Smith,57,P60072
CL53621,Courtney Shields,62,P18531
CL22165,Lindsey Ryan DDS,59,P44398
CL48876,Kristin Saunders,77,P45430
CL82789,Gary Hayden,42,P43553
CL22635,Tara Moore PhD,57,P74122
CL50476,Paul Ortega,33,P45402
CL83868,Jacob Jones,61,P77761
CL98603,Destiny Garcia,53,P62736
CL28394,Stacy Jones,21,P20489
CL13603,Robert Garcia,78,P12121
CL44134,Melinda Sanchez,61,P82748
CL26310,Cassandra Jackson,79,P12943
CL60167,Christina Morales,77,P79450
CL08938,Jason Wilson,43,P24077
CL47272,Corey Wood,54,P36061
CL02994,Allen Greene,28,P41112
CL06823,Paige Carpenter,69,P58256
CL31520,Jennifer Clark,43,P40765
CL17819,Matthew Miranda,23,P41126
CL95163,Stephen Watson,32,P36996
CL09348,Jacob Sanchez,40,P70036
CL20780,Susan Mason,58,P67797
CL36858,Troy Sparks,64,P55090
CL51729,Lynn Delgado,52,P36359
CL57272,Christopher Bell,73,P16677
CL90406,Anthony Ramirez,19,P90625
CL69312,Donald Aguilar,18,P51020
CL86566,Paul Villegas,67,P51794
CL41933,Victoria Gonzalez,59,P21436
CL72050,Brendan Sparks,55,P54783
CL11096,Christopher Reese,26,P70701
CL10144,Christopher Carrillo,53,P24510
CL28969,Bethany Reynolds,69,P34408
CL73620,Vincent Small,63,P73988
CL30459,John Roach,77,P10468
CL90554,Elizabeth Whitaker,53,P33757
CL77459,Kenneth Aguirre,28,P27650
CL77584,Tina Collier,54,P96114
CL36077,Kent Santos,62,P88642
CL95169,Loretta Mullins,69,P43452
CL60027,Zachary Barber,57,P48348
CL74720,Nicholas Chavez,56,P39007
CL34990,Tara Jensen,28,P74354
CL61011,Dale Arnold,45,P45367
CL38200,Dennis Camacho,75,P34799
CL80983,Dr. Dawn Archer,28,P94377
CL94857,Stephanie Ortiz,40,P82498
CL77299,Meghan Brock,73,P23895
CL13048,Robert Scott,42,P89268
CL92390,Stephanie Gray,76,P51530
CL87155,Adam Nelson,71,P27999
CL28501,Heather Johnson,23,P21807
CL79930,Ms. Janice Hernandez,73,P71677
CL63867,Mark Ramsey,79,P98222
CL97315,Steven Lee,48,P51837
CL12831,Cheryl Chapman,61,P19835
CL03224,Jeffrey Curry,55,P24566
CL38655,Amy Moreno,75,P44066
CL48632,Marcus Anderson,51,P41251
CL69657,Shari Woodward,35,P48921
CL04200,Kayla Dodson,77,P95705
CL74667,Sandra Mueller,32,P92367
CL59588,Kelly Young,43,P39515
CL15614,Sandra Davis,45,P48744
CL28405,Joseph Jordan,75,P55180
CL32055,Andrew Shelton,76,P94996
CL93576,Anna Taylor,21,P91445
CL17607,Michael Dudley,29,P80914
CL94009,Duane Arellano,50,P19197
CL67900,Dustin Duarte,80,P51673
CL05240,Kevin Lang,38,P58111
CL59824,Shane Leon,72,P85995
CL59011,Jacob Hamilton,58,P11087
CL29111,Stephanie Johnson,65,P22157
CL84379,Sarah Lowery,24,P25891
CL94878,Justin Green,45,P65352
CL57333,Monica Williams,60,P33647
CL47873,Connie Diaz,63,P35840
CL67089,April Graham,66,P12793
CL25119,Taylor Shelton,69,P26134
CL51171,Susan Cook,25,P28126
CL04415,Kathleen Evans,46,P61178
CL46086,Andrea English,80,P73932
CL93468,Samantha Hernandez,53,P81516
CL25548,Jason Medina,73,P34980
CL01070,Christine Smith,78,P95008
CL70593,Melissa Martinez,29,P20126
CL39442,Bruce Brown,62,P79979
CL40688,Steven Hawkins,22,P37119
CL34776,Shannon Jordan,77,P99498
CL81304,Daniel Arnold,18,P38498
CL26205,Nicole Gray,56,P23995
CL95752,Christopher Douglas,39,P94833
CL53210,Rita Lowe,34,P73335
CL51127,Cynthia Mitchell,72,P25524
CL42583,Rachel Lawrence,33,P73595
CL11162,Pamela Brown,79,P91663
CL28663,Jessica Woodard,60,P94390
CL71656,Margaret Frazier,79,P37042
CL02045,Dr. Anthony Roman,40,P48831
CL44610,Krista Burns DDS,49,P84059
CL36879,Travis Dean,76,P52263
CL15731,Andrea Williams,37,P63025
CL09088,Jordan Leon,27,P61866
CL12270,Theresa Davis,25,P46950
CL68760,Mackenzie Wilson,30,P15003
CL96322,Beverly Lloyd,23,P63153
CL23914,Leslie Hamilton MD,78,P79166
CL10526,Bobby Bullock,43,P46954
CL23621,Erica Smith,55,P37341
CL22623,Monique Melton,80,P95607
CL56982,Sarah Decker,53,P65389
CL07659,Emily Owen,53,P80625
CL23784,Erin Patterson,29,P89649
CL36212,Christina Acosta,42,P65069
CL94731,David Robinson,72,P47370
CL60747,Sarah Shaffer,51,P35187
CL26296,Anthony Smith,50,P93706
CL93826,Victoria Anderson,59,P46286
CL18748,Lauren Bernard,79,P24368
CL50212,Catherine Jordan,57,P83674
CL47921,Deborah Sanders,50,P73904
CL10926,Jessica Russo,29,P89682
CL08128,Mary Wilson,37,P28447
CL60878,Jonathan Braun II,29,P78978
CL69071,Martha May,21,P80400
CL83037,Jordan Davis,74,P99422
CL15762,Jimmy Adams,32,P97093
CL17021,Todd Burgess,74,P55673
CL01060,Meghan Greer,63,P56936
CL80511,Andrea Powers,68,P62321
CL01661,Michael Myers,62,P33370
CL02066,Megan Horton,35,P58941
CL54393,Mackenzie Harris,56,P90273
CL64611,Amber Francis,54,P22400
CL92136,Cristian Taylor,56,P92314
CL73279,Joshua Drake,33,P46191
CL95140,Mark Lewis,60,P76564
CL43138,Robert White IV,20,P30655
CL19153,Kelsey Rivera,58,P66268
CL77718,Jennifer Koch,71,P73815
CL94014,Anthony Burns,54,P29702
CL13753,Kevin Krause,75,P42978
CL28731,Molly Kelley,60,P84576
CL78678,Timothy Padilla,43,P85817
CL23853,Jennifer Walker,67,P14882
CL12131,Mark Nash,74,P39620
CL34132,Gabriel Mccarthy,68,P66872
CL81217,Brian Vazquez,71,P53094
CL73294,Matthew Williams,34,P85128
CL11876,Rebecca Jordan,37,P78620
CL60040,Holly Simpson,75,P38621
CL90966,Elizabeth Howard,67,P44556
CL68979,Dr. Laura Dixon,73,P21516
CL08685,Mark Graham,40,P27576
CL57270,Jennifer Kim,65,P34765
CL34458,Lindsay Mitchell,47,P52899
CL64520,Laura Curtis,26,P37856
CL79180,Ryan Austin,48,P80934
CL61305,Anne Carroll,47,P24987
CL84413,Dawn Nguyen,47,P63141
CL28240,Randall Beck,42,P94467
CL75165,Jennifer Spencer,40,P80308
CL37873,Joseph Fowler,25,P74827
CL58073,Patrick Mcneil,67,P87569
CL07613,Craig Obrien,43,P14039
CL22131,Michael Lee,53,P89028
CL14511,Robert Martin,80,P73933
CL78922,John Shea,58,P56071
CL26534,Steven Fisher,21,P92577
CL48002,Teresa Peters,54,P45543
CL86197,Frank Bailey,63,P10276
CL15411,Jason Ramirez,38,P56361
CL37065,Michael Lin,62,P80611
CL53931,Catherine Mann,59,P94454
CL77171,Charles Rogers,56,P25513
CL47513,Lisa Lang,43,P68623
CL33173,Heather Martinez DVM,57,P66283
CL72630,Ronald Jacobs,51,P73756
CL96095,James Pacheco,53,P60643
CL59991,Jeffrey Medina,54,P36279
CL02167,Corey Skinner,28,P27528
CL23437,Timothy Norris,73,P37123
CL86745,Lisa Torres,59,P45890
CL63673,Doris Martin,37,P91715
CL29710,Jamie Olson,52,P34461
CL40890,Joseph Thomas,54,P13265
CL12111,Jerry David,77,P76128
CL30351,Raymond Richards,38,P72689
CL32745,Kara Montoya,79,P81335
CL05923,Dana Duncan,55,P67987
CL45834,Cathy Dawson,63,P69707
CL54227,Jason Juarez,24,P17200
CL97698,Grant Holmes,42,P86158
CL59979,Joseph Perez,39,P13412
CL39056,Jacob Russell,45,P25868
CL13628,Courtney Rivera,47,P22740
CL35743,Troy Adams,63,P47408
CL87411,Ryan Morrow,27,P72333
CL14765,Ryan May,42,P20208
CL51954,Nicholas Arnold,76,P43227
CL59655,Wendy Spencer,32,P91745
CL91224,John Martinez,59,P69027
CL01450,Donna Carpenter,60,P33683
CL92210,Stephanie Phillips,79,P58948
CL67607,Trevor Miller,63,P10024
CL19287,Jennifer Hopkins,75,P69959
CL61229,Kenneth Berger,28,P53443
CL72041,Daniel Butler,71,P35770
CL26065,Mary Nelson,58,P79899
CL28829,Nancy Salazar,50,P37413
CL87000,James Bush,73,P51581
CL34228,Tiffany Bailey,54,P60410
CL68406,Brian Mason,38,P88918
CL36089,Natalie Santana,58,P55126
CL83779,Christopher Dickerson,30,P35762
CL95102,Jonathan Rodriguez,64,P39529
CL99026,Jamie Zamora,43,P21416
CL99231,Christy Solis,49,P88668
CL05866,Lindsay Collins,26,P76595
CL19053,Jamie Perkins,31,P19525
CL20435,Michelle Fisher,44,P34923
CL36311,Melissa Bishop,75,P34087
CL73516,David Harris,59,P46243
CL66038,Michael Summers,20,P25404
CL14171,Kendra Wood,78,P24333
CL04376,Howard Oneill,80,P86082
CL71348,John Wright,54,P60703
CL02577,Brittany Adams,69,P94399
CL39249,Melissa Golden,46,P61765
CL03072,Brian Davila,70,P75875
CL71878,Cory Thompson,46,P85630
CL14464,Donna Dillon,19,P99817
CL68510,Nathan Preston,55,P77561
CL21634,Alex Sutton,70,P79495
CL71347,Joseph Garner Jr.,32,P58799
CL77523,Leslie Lopez,40,P22233
CL47079,Amber Davis,41,P70914
CL43566,Stephen Wilson,45,P25737
CL98345,Dennis Matthews,78,P40926
CL58609,Samantha Pena,20,P64378
CL87268,Cristina Thomas,66,P62672
CL35884,Kimberly Brady,46,P93918
CL77071,Lori Cox,22,P88850
CL05382,Richard Shannon,71,P96132
CL73274,Kaitlyn Anderson,23,P99609
CL17001,Mary Martinez,45,P40496
CL88120,Timothy Davis,38,P13451
CL13594,Laura Booth,75,P43779
CL69810,Latoya Hernandez,78,P93667
CL35072,Hannah Padilla,45,P19724
CL61679,Susan Powers,60,P78934
CL90461,Kevin Foster,35,P89826
CL56548,George Osborn,36,P79176
CL02288,Jessica Ward,38,P44450
CL42536,Jerry Nelson,69,P93581
CL58138,Zachary Miranda,39,P55256
CL32895,Brenda Lynch,65,P23628
CL76160,Alexandria Cook,75,P12479
CL24890,Ryan Foster,74,P86164
CL52341,Christina Allen,28,P11802
CL40965,Isaac Casey,42,P18119
CL71265,Stephanie Marquez,78,P46697
CL67757,Tony Manning,30,P13325
CL18947,Cynthia Johnson,67,P32730
CL82436,Laura Wilson,31,P46722
CL17194,Jeffrey Berry,18,P71804
CL76449,Deborah Li,47,P92829
CL15985,Michelle Mcdaniel,50,P53840
CL83802,Jose Jacobs,51,P45214
CL05791,Angela Gordon,73,P16602
CL07900,Karl Brown,20,P70728
CL78883,Elizabeth King,68,P18052
CL82836,Tiffany Shepard,71,P86087
CL99181,Jordan Hopkins,28,P75145
CL58687,Lucas Peck,35,P36719
CL70784,Mary Walker,55,P68302
CL82706,Vincent Deleon,36,P74697
CL31556,Elaine Morse,58,P50867
CL58419,Michael Kim,72,P54882
CL77980,Jessica Huynh,57,P66420
CL32730,Robert Cox,61,P79143
CL63533,James Fox,46,P18264
CL50907,Michael Smith,68,P92889
CL86179,Laura Cuevas,49,P44402
CL75773,Xavier Swanson,33,P69468
CL66697,Sarah Baker,51,P80535
CL77585,Kevin Martinez,79,P29057
CL52009,Donald Washington,34,P39027
CL54104,Kenneth Barnes,24,P39436
CL88547,Isaiah Solomon,54,P84991
CL28270,Mary Jones,68,P11658
CL38303,Sandra Hunter,58,P36272
CL78574,Heidi Arnold,49,P15828
CL11670,Kara Perez,77,P32293
CL63401,Vanessa Grant,56,P67684
CL90098,Catherine Griffith,68,P99056
CL73184,Albert Graham,61,P24889
CL59706,Mark Nash,39,P90091
CL38147,Timothy Gill,28,P64651
CL64613,Catherine Wilson,23,P22840
CL82940,Laura Mcgrath,39,P37822
CL15687,Robert Allen,44,P67183
CL66403,Lee Sanchez,61,P34613
CL75467,Tiffany Zamora,77,P56894
CL62753,Christopher Gallegos,39,P50047
CL37505,Doris Martinez,38,P15391
CL17436,Sherri Fischer,27,P56145
CL59871,Makayla Roy,78,P93573
CL81647,Tara Gibbs,66,P14905
CL86788,Roberto Barnett,64,P95672
CL82857,Chad Howell,38,P65274
CL20926,Spencer Burnett,57,P50771
CL72989,Scott Velazquez,66,P41387
CL06888,Zachary Hicks,24,P18911
CL08556,James Cook,62,P16326
CL49906,Dustin Moore,80,P57354
CL66751,Jeremy Poole,68,P82590
CL70967,Dr. Elizabeth Kidd,80,P22770
CL42656,Patricia Decker,24,P92641
CL29849,Jason Delgado,76,P82368
CL82345,Richard Vance,20,P54005
CL84228,Mr. Jonathan Andrade DVM,61,P52984
CL15832,Ryan Clements,21,P48795
CL84579,Erik Lopez,27,P73956
CL86544,Steven Lopez,76,P44141
CL97216,Christopher Thomas,54,P83430
CL64996,Rebecca Turner,50,P49168
CL67718,Julie Williams,77,P32878
CL95200,Lori Jackson,53,P30293
CL81775,Kimberly Webb,35,P50773
CL96473,Daniel Snyder,53,P59527
CL79304,Erin Cannon,23,P58160
CL79808,Chad Willis,25,P44498
CL73309,Jonathan Weber,20,P69369
CL31792,Tracey Jimenez,26,P80720
CL08135,Erin Colon,40,P22603
CL24367,Raymond Jones,40,P64169
CL50872,Brittany Dickerson,47,P54617
CL31699,Haley Scott,19,P12367
CL52576,Justin Castillo,73,P10534
CL34428,Heather Jones,69,P91208
CL59528,Christopher Bernard,24,P98756
CL47828,Margaret Brown,55,P98944
CL64040,Linda Farley,64,P52711
CL53121,Sheri Ward,26,P45444
CL05857,Dakota Martin,21,P86657
CL27982,Kyle Ramirez,56,P88270
CL04565,Jessica Edwards,74,P55284
CL72380,Oscar Jackson,58,P59390
CL40140,Holly Mitchell,59,P84372
CL88667,Matthew Henry,67,P39083
CL82205,Ann Barrett,30,P55602
CL29511,Andrew Alexander,34,P11996
CL37966,Carol Contreras,80,P76215
CL48117,Michaela Garcia,77,P40054
CL97179,William Christensen,59,P98390
CL81781,Kylie Scott,73,P41241
CL14254,Latoya Baxter,66,P18934
CL71121,Sara Welch,39,P48827
CL12670,Brittney Wagner,27,P15877
CL13914,Martha Wolf,25,P97986
CL59985,Andrew Willis,80,P93617
CL32400,Erik Williams,42,P53796
CL76776,Amy Coleman,50,P53405
CL81699,Timothy Smith,79,P16325
CL56823,Sarah Brown,27,P55569
CL50531,Dana Hahn,72,P92808
CL48412,Jane Perez,19,P66278
CL65612,Amy Harris,55,P77926
CL43791,Donna Mendez,26,P54110
CL16835,Wendy Young,49,P76608
CL86387,Jacob Sanchez,72,P91086
CL76078,Stephen Bishop MD,26,P19185
CL71400,Eric Webb,64,P52652
CL31554,Timothy Cannon,76,P43174
CL86988,Gail Lyons,61,P12402
CL93966,Kyle Villanueva,68,P61813
CL57391,Chad Malone,74,P51720
CL93465,Paul Willis,37,P44467
CL79496,John Leach,49,P88736
CL32098,James Powell,74,P93867
CL33469,Jennifer Thomas,27,P45906
CL79744,Laurie Ballard,18,P14373
CL58575,Theresa Mason,70,P45132
CL85214,Cynthia Chandler,53,P16320
CL67673,Dana Mueller,30,P28329
CL18760,Jeremy Durham,18,P75866
CL94219,Nicholas Duran,24,P11437
CL85991,Tracy Fuller,79,P10228
CL76677,Daniel Lowe,69,P61308
CL68227,Lisa Velazquez,58,P11511
CL86971,Bruce Melton,18,P96417
CL30806,Jennifer Garrett,18,P69024
CL55907,Kelly Holmes,39,P94927
CL36120,Kimberly Kelly,18,P68909
CL35222,Kara Morris,75,P48856
CL72812,Joseph Johnson,21,P38826
CL94042,Ann Long,48,P92241
CL96391,Aaron Cruz,24,P53351
CL17706,Heidi Wells,22,P29691
CL31913,Laurie Brown,38,P73844
CL36935,Anna Kramer,54,P49461
CL95512,Monique Carlson,20,P72727
CL05400,Kirk Patterson,69,P95718
CL16829,Natalie Warren,75,P29093
CL58117,Elizabeth Carter,45,P14420
CL39178,Brian Hart,58,P10323
CL82125,Jason Travis,69,P33267
CL29957,Angelica Ortega,58,P46031
CL91422,George Pena,19,P92488
CL25757,Richard White,32,P52958
CL25962,Emily Carney,43,P16735
CL54980,Natasha Randall,49,P20725
CL18201,Gabriel White,44,P43018
CL83567,Sean Thompson,64,P53507
CL80647,Elizabeth Robles,22,P12475
CL83468,Benjamin Carlson,18,P78743
CL29369,Mary Hudson,48,P44068
CL20770,Michael Russell,47,P47930
CL50442,Andrew Miller,38,P83526
CL23804,Michael Flores,60,P56350
CL22492,Rhonda Kim,79,P99033
CL63123,Sandra Parker,49,P94956
CL31214,Matthew Wilson,53,P63513
CL77575,Charles Mercado,66,P78966
CL54241,William Banks,77,P69437
CL37416,William Richardson,56,P82724
CL24536,Trevor Williams,29,P32936
CL30197,Jamie Vaughan,60,P74098
CL75839,Brittney Lynch,41,P44590
CL75882,William Sanders,64,P21685
CL45077,Elaine White,79,P49050
CL51900,Lisa Wells,41,P66249
CL72065,Amy Knight,51,P19336
CL04162,Lisa Davis,68,P33127
CL82409,Jonathan Daniel,21,P73721
CL72692,Andrea Miller,37,P12292
CL02498,Jared Spence,25,P19963
CL22899,Rodney Morgan,69,P47928
CL08547,Perry Rivas,56,P59924
CL55481,Julia Zavala,46,P90610
CL73755,Lisa Zuniga MD,59,P19162
CL61446,Natasha Watson,35,P13044
CL80935,Cody Mccoy,51,P52292
CL78162,Melissa Gilbert,40,P19855
CL47014,Alan Burnett,52,P62337
CL84738,Mr. James Fitzpatrick,48,P13827
CL74059,Pedro Cooper,59,P81802
CL29282,Amber Young,73,P61578
CL11760,Shirley Hall,21,P77845
CL14757,David Smith,53,P27262
CL88410,Alexis Nguyen,68,P82618
CL78561,Andre Wade,72,P50290
CL51631,Mark Butler,23,P82955
CL48401,Troy Marquez,51,P48647
CL83192,Brian Mcmillan,78,P22383
CL96302,Crystal Mitchell,33,P76135
CL67931,Craig Dillon,30,P37233
CL96051,Deanna Fleming,56,P92249
CL12514,Dominique Rodriguez,66,P17677
CL93872,Kenneth Norman,77,P99226
CL28634,Richard Branch,39,P98933
CL73599,Holly Oliver,69,P82475
CL29553,Ronnie Johnson,25,P38646
CL11412,Rebecca Hughes,68,P29555
CL15012,Kelly Taylor,65,P40830
CL06907,Patricia Curry,31,P66968
CL41104,Darin Valenzuela,38,P42048
CL97851,Meghan Garcia,26,P84405
CL41949,Aimee Heath,71,P97858
CL15959,Suzanne Dickerson,30,P76460
CL10244,Zachary Hull,62,P30560
CL40831,Katherine Stewart,63,P53695
CL38982,Angela Ramirez,27,P22154
CL06046,Ashley Smith,70,P83271
CL04853,Carol Obrien,19,P50921
CL43004,Amber Cruz,18,P55152
CL09551,Kimberly Wilson,63,P63252
CL53315,Crystal Arnold,30,P44324
CL62486,Ryan Sanchez,22,P97136
CL80869,Kristy Howard,74,P95983
CL43865,Mr. Brett Harris,59,P38831
CL81846,Alexis Rich,35,P59330
CL89350,John Holmes,80,P24214
CL27609,Chad Carroll,28,P85742
CL72411,William Hodges,63,P74887
CL87868,Leah Baker,18,P35707
CL33630,Mary Nixon,33,P87411
CL40447,Bryan Marsh,73,P24537
CL59094,Bobby Nicholson,38,P31277
CL51275,Anne Bennett,75,P25275
CL76628,Kathryn Perkins,32,P54524
CL91003,Glen White,30,P47492
CL08451,Travis Burton,34,P67339
CL62984,Douglas Lewis,30,P29608
CL12729,Kristen Thompson,61,P81848
CL23883,Daniel Alvarez,69,P19349
CL72020,Maria Gregory,44,P46346
CL77723,Brianna Sanchez,79,P98994
CL94464,Ashley Harvey,68,P63912
CL64066,David Stewart,20,P73613
CL56541,Danielle Armstrong MD,30,P88844
CL17292,Logan Parks,79,P43042
CL57948,Krista Summers DDS,62,P30752
CL72988,Mr. Billy Rodgers,77,P35491
CL19219,Wendy Duncan,70,P36807
CL71143,Rebecca Hoffman,31,P33257
CL05371,Krystal Henry,39,P90429
CL77913,Zachary Sanchez,50,P43241
CL07028,Mrs. Tanya Walker,19,P34474
CL91489,Heather Villanueva,32,P53901
CL48137,Dwayne Velasquez,40,P56304
CL73824,Dr. Connie Robinson DVM,78,P12714
CL76911,Marie Alvarez,18,P54629
CL98798,Ashley Newman,48,P81000
CL35952,Benjamin Macias,68,P41001
CL49098,Robert Baker,21,P33074
CL28216,Danny West,33,P85136
CL36418,Elizabeth Smith,73,P50276
CL99487,Stephanie Ingram,42,P81280
CL67948,Sherry Flores,34,P67007
CL49027,Andrea Munoz,66,P15450
CL77267,Margaret Barnes DDS,34,P94219
CL27477,Lisa Bush,62,P99362
CL50891,Jessica Chambers,61,P65357
CL15096,Jon Jefferson,57,P91411
CL98524,Julie Thompson,32,P41432
CL45932,Cynthia Garrett,79,P12301
CL12751,Natalie Cook,60,P95282
CL17110,Tyler Booker,34,P49311
CL39899,Dakota Anderson,65,P44692
CL86250,Cynthia Peck,36,P70944
CL55772,Bryan James,65,P52009
CL94723,Marissa Cross,42,P66562
CL43612,Michael Morton,49,P92396
CL45241,Sara Garza,58,P60264
CL68542,Linda Meyer,59,P53070
CL13826,Misty Rodriguez,58,P78727
CL89703,Amber Terry,66,P18927
CL29825,Joseph Garcia,78,P55784
CL55686,Melissa Barton,42,P41710
CL67061,Daniel Gardner,71,P99544
CL11160,Helen Proctor,37,P42946
CL38826,Kellie Choi,75,P47429
CL33235,Jacqueline Robinson,51,P26127
CL82582,Evan Donovan,56,P13670
CL27026,Carol Martinez,42,P36026
CL06052,Anthony Lawrence,18,P11920
CL26100,Elizabeth Jones,18,P89933
CL36350,Michael Ellis,35,P86625
CL64715,Jeremy Adams,58,P65177
CL22780,Selena Miles,38,P86358
CL18774,Amy Smith,73,P66275
CL76443,Melanie Clark,21,P13138
CL56005,Angela Moore,39,P98992
CL87203,Cheryl Medina,41,P83725
CL97607,Alexandra Hawkins,42,P35635
CL51824,Jessica Ramirez,52,P40116
CL95166,Michael Ortiz,28,P10213
CL47675,Brooke Trevino,40,P57785
CL31768,Pamela Richmond,18,P53142
CL92018,Billy Jenkins,61,P20810
CL54064,Dylan Flores,48,P45664
CL53236,Maria Smith,21,P42595
CL28153,Katrina Alexander,38,P88778
CL16529,Michael Jones,32,P99812
CL24529,Donald Chapman,19,P29210
CL55109,Anita Clark,65,P17121
CL46126,Susan Schneider,69,P91509
CL70024,Andrea Robinson,38,P38801
CL26195,Calvin Flores,61,P55425
CL12497,Daniel Mendoza,26,P61915
CL06820,Tracey Butler,20,P49220
CL11616,Sandra Dennis,45,P26957
CL94645,Sara Boyd,49,P85723
CL35950,Ashley Collins,31,P58930
CL85452,Lisa Williams,34,P17988
CL98722,Sally Macias,37,P98184
CL75212,Abigail Adams,62,P49579
CL77922,Elizabeth Holmes,71,P15665
CL67247,Shaun Wright,26,P83352
CL21934,Courtney Jones,64,P96652
CL89541,Paul Steele,50,P78997
CL43978,Gilbert Dixon,24,P70464
CL22211,Patricia Taylor,23,P24116
CL51120,Chad Huff,39,P78574
CL61980,Thomas Cobb,64,P91553
CL47346,Joseph Dominguez,46,P73358
CL22227,Jonathan Horn,24,P14901
CL07350,Tamara Anderson,28,P28652
CL24043,Bailey Hampton,42,P98542
CL58629,Peter Patrick,20,P39306
CL08402,Bruce Hunter,69,P99545
CL85739,Adam Gomez,25,P80297
CL07774,Vanessa Miller,77,P44122
CL79277,Mr. Bruce Glover,70,P28902
CL04791,Megan Phillips,19,P77577
CL28908,Kelly Ray,19,P36885
CL13223,David Smith,76,P56963
CL15271,Shelby Nichols,26,P10117
CL17657,Kimberly Joseph MD,62,P89106
CL55108,Stacey Fisher,80,P79525
CL73953,Alyssa Robertson,25,P78135
CL82683,Jorge Phillips,31,P79315
